期數,開獎日期,今彩539中獎號碼,備註
3102,2017/07/27,"[3, 14, 20, 34, 38]",無
3101,2017/07/26,"[11, 20, 27, 29, 37]",無
3100,2017/07/25,"[9, 24, 27, 28, 29]",無
3099,2017/07/24,"[2, 16, 19, 24, 27]",無
3098,2017/07/22,"[9, 11, 24, 30, 34]",無
3097,2017/07/21,"[2, 5, 22, 31, 37]",無
3096,2017/07/20,"[6, 10, 15, 23, 30]",無
3095,2017/07/19,"[4, 20, 22, 29, 33]",無
3094,2017/07/18,"[1, 9, 33, 37, 39]",無
3093,2017/07/17,"[8, 10, 14, 23, 36]",無
3092,2017/07/15,"[2, 5, 14, 32, 33]",無
3091,2017/07/14,"[15, 16, 23, 28, 32]",無
3090,2017/07/13,"[7, 14, 21, 35, 37]",無
3089,2017/07/12,"[3, 5, 29, 36, 37]",無
3088,2017/07/11,"[5, 14, 20, 25, 36]",無
3087,2017/07/10,"[4, 13, 19, 20, 24]",無
3086,2017/07/08,"[4, 9, 14, 22, 26]",無
3085,2017/07/07,"[2, 15, 16, 18, 25]",無
3084,2017/07/06,"[3, 16, 21, 26, 36]",無
3083,2017/07/05,"[8, 10, 12, 32, 34]",無
3082,2017/07/04,"[12, 15, 19, 29, 36]",無
3081,2017/07/03,"[11, 17, 20, 32, 36]",無
3080,2017/07/01,"[7, 8, 15, 21, 25]",無
3079,2017/06/30,"[5, 11, 28, 30, 35]",無
3078,2017/06/29,"[18, 21, 25, 27, 31]",無
3077,2017/06/28,"[2, 13, 34, 36, 37]",無
3076,2017/06/27,"[12, 14, 17, 19, 21]",無
3075,2017/06/26,"[4, 5, 19, 23, 26]",無
3074,2017/06/24,"[5, 7, 19, 27, 31]",無
3073,2017/06/23,"[4, 6, 7, 19, 29]",無
3072,2017/06/22,"[3, 22, 24, 26, 32]",無
3071,2017/06/21,"[4, 10, 18, 20, 26]",無
3070,2017/06/20,"[14, 16, 21, 35, 39]",無
3069,2017/06/19,"[13, 31, 33, 34, 39]",無
3068,2017/06/17,"[4, 15, 17, 26, 39]",無
3067,2017/06/16,"[17, 28, 31, 34, 37]",無
3066,2017/06/15,"[2, 11, 16, 25, 38]",無
3065,2017/06/14,"[3, 6, 25, 30, 37]",無
3064,2017/06/13,"[1, 2, 9, 20, 22]",無
3063,2017/06/12,"[6, 11, 12, 19, 22]",無
3062,2017/06/10,"[14, 16, 26, 27, 28]",無
3061,2017/06/09,"[4, 7, 31, 38, 39]",無
3060,2017/06/08,"[12, 14, 19, 23, 26]",無
3059,2017/06/07,"[15, 19, 29, 30, 33]",無
3058,2017/06/06,"[8, 23, 25, 29, 33]",無
3057,2017/06/05,"[1, 16, 19, 26, 28]",無
3056,2017/06/03,"[6, 14, 19, 25, 39]",無
3055,2017/06/02,"[3, 5, 7, 22, 26]",無
3054,2017/06/01,"[6, 10, 14, 17, 34]",無
3053,2017/05/31,"[1, 5, 8, 28, 33]",無
3052,2017/05/30,"[10, 11, 20, 35, 39]",無
3051,2017/05/29,"[22, 26, 30, 36, 38]",無
3050,2017/05/27,"[9, 25, 31, 33, 34]",無
3049,2017/05/26,"[4, 11, 25, 27, 32]",無
3048,2017/05/25,"[2, 5, 30, 36, 37]",無
3047,2017/05/24,"[7, 9, 21, 25, 36]",無
3046,2017/05/23,"[8, 12, 25, 27, 31]",無
3045,2017/05/22,"[2, 3, 12, 16, 27]",無
3044,2017/05/20,"[10, 17, 20, 22, 29]",無
3043,2017/05/19,"[6, 9, 10, 24, 25]",無
3042,2017/05/18,"[5, 7, 12, 32, 36]",無
3041,2017/05/17,"[15, 17, 28, 29, 30]",無
3040,2017/05/16,"[4, 11, 13, 23, 31]",無
3039,2017/05/15,"[2, 9, 16, 25, 34]",無
3038,2017/05/13,"[6, 13, 14, 22, 38]",無
3037,2017/05/12,"[2, 7, 15, 38, 39]",無
3036,2017/05/11,"[4, 7, 26, 27, 33]",無
3035,2017/05/10,"[5, 6, 27, 34, 39]",無
3034,2017/05/09,"[2, 8, 19, 27, 33]",無
3033,2017/05/08,"[22, 24, 35, 36, 38]",無
3032,2017/05/06,"[5, 7, 16, 35, 36]",無
3031,2017/05/05,"[4, 11, 14, 20, 21]",無
3030,2017/05/04,"[11, 16, 22, 23, 38]",無
3029,2017/05/03,"[7, 18, 22, 26, 35]",無
3028,2017/05/02,"[4, 11, 16, 19, 33]",無
3027,2017/05/01,"[16, 24, 31, 33, 36]",無
3026,2017/04/29,"[11, 16, 22, 31, 33]",無
3025,2017/04/28,"[15, 16, 22, 32, 35]",無
3024,2017/04/27,"[6, 8, 11, 26, 38]",無
3023,2017/04/26,"[3, 13, 18, 34, 35]",無
3022,2017/04/25,"[1, 9, 12, 16, 31]",無
3021,2017/04/24,"[3, 29, 34, 35, 39]",無
3020,2017/04/22,"[1, 11, 16, 35, 38]",無
3019,2017/04/21,"[15, 19, 23, 30, 34]",無
3018,2017/04/20,"[17, 21, 35, 36, 37]",無
3017,2017/04/19,"[4, 9, 11, 22, 35]",無
3016,2017/04/18,"[9, 18, 23, 30, 34]",無
3015,2017/04/17,"[10, 11, 14, 26, 31]",無
3014,2017/04/15,"[15, 19, 22, 24, 28]",無
3013,2017/04/14,"[2, 19, 21, 32, 36]",無
3012,2017/04/13,"[10, 29, 30, 35, 38]",無
3011,2017/04/12,"[3, 23, 25, 27, 34]",無
3010,2017/04/11,"[15, 21, 25, 38, 39]",無
3009,2017/04/10,"[15, 22, 23, 27, 32]",無
3008,2017/04/08,"[16, 21, 26, 36, 39]",無
3007,2017/04/07,"[7, 20, 23, 25, 32]",無
3006,2017/04/06,"[6, 9, 21, 35, 36]",無
3005,2017/04/05,"[12, 15, 19, 20, 30]",無
3004,2017/04/04,"[25, 26, 27, 29, 36]",無
3003,2017/04/03,"[8, 19, 21, 23, 35]",無
3002,2017/04/01,"[5, 7, 21, 24, 27]",無
3001,2017/03/31,"[17, 18, 19, 22, 39]",無
3000,2017/03/30,"[3, 4, 20, 30, 39]",無
2999,2017/03/29,"[5, 8, 19, 23, 24]",無
2998,2017/03/28,"[4, 13, 16, 27, 38]",無
2997,2017/03/27,"[2, 11, 15, 19, 27]",無
2996,2017/03/25,"[8, 27, 30, 35, 38]",無
2995,2017/03/24,"[6, 11, 15, 32, 35]",無
2994,2017/03/23,"[10, 26, 29, 36, 39]",無
2993,2017/03/22,"[3, 6, 8, 9, 27]",無
2992,2017/03/21,"[6, 24, 31, 34, 36]",無
2991,2017/03/20,"[1, 18, 27, 29, 39]",無
2990,2017/03/18,"[5, 7, 10, 25, 38]",無
2989,2017/03/17,"[1, 8, 14, 15, 38]",無
2988,2017/03/16,"[2, 4, 32, 34, 37]",無
2987,2017/03/15,"[17, 21, 31, 33, 35]",無
2986,2017/03/14,"[4, 12, 22, 29, 35]",無
2985,2017/03/13,"[5, 12, 23, 28, 33]",無
2984,2017/03/11,"[1, 18, 25, 27, 32]",無
2983,2017/03/10,"[8, 10, 12, 30, 34]",無
2982,2017/03/09,"[2, 6, 23, 26, 38]",無
2981,2017/03/08,"[7, 8, 19, 24, 28]",無
2980,2017/03/07,"[3, 9, 11, 33, 34]",無
2979,2017/03/06,"[10, 11, 12, 13, 28]",無
2978,2017/03/04,"[10, 11, 24, 28, 29]",無
2977,2017/03/03,"[7, 9, 19, 21, 22]",無
2976,2017/03/02,"[13, 20, 29, 32, 36]",無
2975,2017/03/01,"[1, 9, 20, 34, 35]",無
2974,2017/02/28,"[4, 12, 14, 16, 17]",無
2973,2017/02/27,"[4, 25, 27, 34, 37]",無
2972,2017/02/25,"[7, 14, 17, 24, 38]",無
2971,2017/02/24,"[6, 28, 31, 33, 35]",無
2970,2017/02/23,"[4, 6, 12, 14, 38]",無
2969,2017/02/22,"[7, 17, 23, 30, 37]",無
2968,2017/02/21,"[12, 16, 25, 26, 28]",無
2967,2017/02/20,"[2, 15, 23, 29, 34]",無
2966,2017/02/18,"[4, 6, 9, 16, 37]",無
2965,2017/02/17,"[2, 8, 10, 18, 31]",無
2964,2017/02/16,"[2, 3, 16, 23, 34]",無
2963,2017/02/15,"[18, 20, 26, 27, 32]",無
2962,2017/02/14,"[1, 7, 9, 14, 20]",無
2961,2017/02/13,"[5, 8, 15, 20, 21]",無
2960,2017/02/11,"[2, 15, 17, 20, 25]",無
2959,2017/02/10,"[5, 17, 22, 27, 32]",無
2958,2017/02/09,"[2, 3, 17, 29, 38]",無
2957,2017/02/08,"[6, 8, 24, 38, 39]",無
2956,2017/02/07,"[1, 8, 11, 24, 34]",無
2955,2017/02/06,"[10, 24, 26, 29, 36]",無
2954,2017/02/04,"[3, 7, 8, 9, 35]",無
2953,2017/02/03,"[18, 19, 25, 27, 36]",無
2952,2017/02/02,"[4, 5, 20, 30, 32]",無
2951,2017/02/01,"[7, 13, 15, 17, 25]",無
2950,2017/01/31,"[1, 6, 8, 9, 18]",無
2949,2017/01/30,"[4, 8, 11, 22, 37]",無
2948,2017/01/28,"[7, 8, 10, 29, 39]",無
2947,2017/01/27,"[1, 3, 6, 12, 37]",無
2946,2017/01/26,"[5, 23, 29, 31, 36]",無
2945,2017/01/25,"[7, 8, 18, 26, 29]",無
2944,2017/01/24,"[26, 28, 31, 33, 34]",無
2943,2017/01/23,"[4, 13, 26, 30, 37]",無
2942,2017/01/21,"[8, 15, 17, 21, 33]",無
2941,2017/01/20,"[8, 11, 26, 35, 36]",無
2940,2017/01/19,"[2, 11, 17, 26, 29]",無
2939,2017/01/18,"[9, 20, 21, 36, 37]",無
2938,2017/01/17,"[16, 18, 19, 28, 33]",無
2937,2017/01/16,"[4, 5, 23, 30, 33]",無
2936,2017/01/14,"[5, 6, 7, 14, 27]",無
2935,2017/01/13,"[4, 18, 22, 24, 34]",無
2934,2017/01/12,"[11, 20, 22, 31, 34]",無
2933,2017/01/11,"[7, 9, 10, 15, 24]",無
2932,2017/01/10,"[4, 9, 20, 31, 33]",無
2931,2017/01/09,"[9, 16, 24, 27, 30]",無
2930,2017/01/07,"[8, 12, 14, 18, 35]",無
2929,2017/01/06,"[2, 6, 11, 12, 38]",無
2928,2017/01/05,"[24, 25, 26, 27, 33]",無
2927,2017/01/04,"[7, 9, 11, 22, 37]",無
2926,2017/01/03,"[2, 8, 13, 21, 29]",無
2925,2017/01/02,"[6, 10, 14, 15, 22]",無
2924,2016/12/31,"[14, 18, 21, 26, 34]",無
2923,2016/12/30,"[11, 13, 29, 36, 38]",無
2922,2016/12/29,"[15, 25, 30, 37, 39]",無
2921,2016/12/28,"[9, 12, 18, 20, 26]",無
2920,2016/12/27,"[16, 19, 28, 30, 31]",無
2919,2016/12/26,"[3, 6, 7, 29, 30]",無
2918,2016/12/24,"[9, 11, 15, 17, 18]",無
2917,2016/12/23,"[6, 8, 20, 32, 37]",無
2916,2016/12/22,"[7, 18, 22, 24, 30]",無
2915,2016/12/21,"[2, 3, 8, 19, 27]",無
2914,2016/12/20,"[11, 15, 18, 28, 34]",無
2913,2016/12/19,"[2, 12, 17, 23, 33]",無
2912,2016/12/17,"[1, 6, 8, 15, 20]",無
2911,2016/12/16,"[2, 10, 13, 20, 39]",無
2910,2016/12/15,"[17, 19, 20, 25, 35]",無
2909,2016/12/14,"[8, 15, 34, 36, 37]",無
2908,2016/12/13,"[2, 6, 17, 20, 38]",無
2907,2016/12/12,"[2, 8, 18, 22, 39]",無
2906,2016/12/10,"[1, 8, 26, 37, 38]",無
2905,2016/12/09,"[5, 22, 24, 32, 33]",無
2904,2016/12/08,"[1, 7, 9, 13, 16]",無
2903,2016/12/07,"[7, 12, 17, 18, 31]",無
2902,2016/12/06,"[6, 12, 21, 24, 32]",無
2901,2016/12/05,"[7, 8, 13, 21, 39]",無
2900,2016/12/03,"[7, 9, 16, 20, 22]",無
2899,2016/12/02,"[16, 17, 32, 33, 36]",無
2898,2016/12/01,"[1, 4, 7, 14, 30]",無
2897,2016/11/30,"[4, 14, 22, 25, 33]",無
2896,2016/11/29,"[5, 12, 17, 19, 34]",無
2895,2016/11/28,"[8, 9, 18, 19, 36]",無
2894,2016/11/26,"[1, 12, 24, 34, 37]",無
2893,2016/11/25,"[7, 12, 17, 22, 31]",無
2892,2016/11/24,"[10, 16, 20, 25, 38]",無
2891,2016/11/23,"[2, 8, 16, 20, 29]",無
2890,2016/11/22,"[4, 5, 20, 25, 34]",無
2889,2016/11/21,"[8, 16, 17, 22, 30]",無
2888,2016/11/19,"[5, 12, 16, 20, 37]",無
2887,2016/11/18,"[1, 13, 20, 24, 33]",無
2886,2016/11/17,"[6, 16, 23, 25, 26]",無
2885,2016/11/16,"[5, 12, 23, 29, 33]",無
2884,2016/11/15,"[13, 19, 28, 32, 37]",無
2883,2016/11/14,"[2, 16, 19, 25, 29]",無
2882,2016/11/12,"[10, 12, 15, 29, 32]",無
2881,2016/11/11,"[5, 8, 13, 15, 20]",無
2880,2016/11/10,"[3, 5, 9, 17, 35]",無
2879,2016/11/09,"[1, 7, 12, 26, 32]",無
2878,2016/11/08,"[4, 13, 17, 26, 36]",無
2877,2016/11/07,"[10, 22, 30, 32, 34]",無
2876,2016/11/05,"[3, 15, 18, 22, 38]",無
2875,2016/11/04,"[31, 32, 34, 37, 38]",無
2874,2016/11/03,"[3, 6, 9, 14, 39]",無
2873,2016/11/02,"[17, 28, 29, 36, 38]",無
2872,2016/11/01,"[2, 15, 22, 27, 32]",無
2871,2016/10/31,"[1, 3, 13, 17, 31]",無
2870,2016/10/29,"[11, 15, 19, 21, 28]",無
2869,2016/10/28,"[12, 20, 28, 30, 32]",無
2868,2016/10/27,"[16, 23, 27, 33, 39]",無
2867,2016/10/26,"[1, 10, 25, 32, 34]",無
2866,2016/10/25,"[3, 9, 12, 26, 29]",無
2865,2016/10/24,"[8, 10, 19, 27, 31]",無
2864,2016/10/22,"[13, 16, 31, 36, 37]",無
2863,2016/10/21,"[3, 15, 28, 33, 34]",無
2862,2016/10/20,"[5, 19, 25, 33, 37]",無
2861,2016/10/19,"[3, 15, 17, 22, 27]",無
2860,2016/10/18,"[7, 17, 22, 35, 39]",無
2859,2016/10/17,"[9, 11, 27, 34, 39]",無
2858,2016/10/15,"[7, 21, 22, 31, 32]",無
2857,2016/10/14,"[2, 12, 15, 21, 22]",無
2856,2016/10/13,"[4, 11, 17, 22, 24]",無
2855,2016/10/12,"[2, 7, 21, 22, 35]",無
2854,2016/10/11,"[8, 13, 26, 35, 36]",無
2853,2016/10/10,"[16, 20, 31, 35, 38]",無
2852,2016/10/08,"[7, 15, 22, 27, 37]",無
2851,2016/10/07,"[6, 8, 15, 16, 19]",無
2850,2016/10/06,"[1, 17, 25, 26, 35]",無
2849,2016/10/05,"[9, 15, 22, 27, 32]",無
2848,2016/10/04,"[12, 21, 28, 35, 39]",無
2847,2016/10/03,"[4, 17, 19, 24, 30]",無
2846,2016/10/01,"[3, 10, 12, 15, 19]",無
2845,2016/09/30,"[18, 20, 32, 34, 35]",無
2844,2016/09/29,"[6, 10, 12, 16, 23]",無
2843,2016/09/28,"[10, 11, 14, 27, 38]",無
2842,2016/09/27,"[7, 11, 12, 18, 38]",無
2841,2016/09/26,"[10, 14, 20, 31, 32]",無
2840,2016/09/24,"[4, 20, 25, 27, 33]",無
2839,2016/09/23,"[5, 8, 9, 20, 24]",無
2838,2016/09/22,"[4, 10, 17, 25, 31]",無
2837,2016/09/21,"[5, 9, 11, 20, 29]",無
2836,2016/09/20,"[4, 21, 25, 37, 39]",無
2835,2016/09/19,"[7, 16, 18, 24, 35]",無
2834,2016/09/17,"[2, 4, 12, 17, 22]",無
2833,2016/09/16,"[6, 8, 12, 13, 29]",無
2832,2016/09/15,"[7, 19, 21, 25, 35]",無
2831,2016/09/14,"[11, 15, 16, 29, 38]",無
2830,2016/09/13,"[4, 10, 26, 31, 32]",無
2829,2016/09/12,"[6, 12, 21, 26, 29]",無
2828,2016/09/10,"[11, 17, 25, 31, 37]",無
2827,2016/09/09,"[11, 16, 18, 23, 30]",無
2826,2016/09/08,"[2, 7, 26, 32, 37]",無
2825,2016/09/07,"[2, 14, 15, 27, 37]",無
2824,2016/09/06,"[4, 20, 30, 32, 35]",無
2823,2016/09/05,"[8, 11, 28, 30, 33]",無
2822,2016/09/03,"[8, 14, 18, 23, 30]",無
2821,2016/09/02,"[4, 5, 6, 19, 30]",無
2820,2016/09/01,"[5, 7, 11, 16, 26]",無
2819,2016/08/31,"[8, 9, 17, 21, 37]",無
2818,2016/08/30,"[8, 15, 16, 21, 26]",無
2817,2016/08/29,"[10, 13, 17, 28, 36]",無
2816,2016/08/27,"[2, 25, 28, 34, 35]",無
2815,2016/08/26,"[7, 10, 18, 35, 36]",無
2814,2016/08/25,"[1, 12, 13, 22, 29]",無
2813,2016/08/24,"[1, 13, 35, 38, 39]",無
2812,2016/08/23,"[5, 21, 24, 25, 27]",無
2811,2016/08/22,"[4, 9, 15, 22, 27]",無
2810,2016/08/20,"[1, 5, 17, 28, 32]",無
2809,2016/08/19,"[4, 11, 13, 20, 35]",無
2808,2016/08/18,"[20, 21, 24, 28, 39]",無
2807,2016/08/17,"[11, 13, 18, 19, 39]",無
2806,2016/08/16,"[2, 4, 20, 28, 32]",無
2805,2016/08/15,"[16, 24, 29, 30, 36]",無
2804,2016/08/13,"[4, 6, 12, 16, 39]",無
2803,2016/08/12,"[4, 9, 18, 26, 34]",無
2802,2016/08/11,"[2, 11, 14, 21, 34]",無
2801,2016/08/10,"[14, 15, 28, 29, 30]",無
2800,2016/08/09,"[5, 11, 19, 27, 29]",無
2799,2016/08/08,"[3, 12, 30, 36, 37]",無
2798,2016/08/06,"[1, 2, 3, 11, 34]",無
2797,2016/08/05,"[3, 11, 24, 35, 36]",無
2796,2016/08/04,"[12, 16, 19, 25, 31]",無
2795,2016/08/03,"[11, 22, 25, 32, 36]",無
2794,2016/08/02,"[5, 10, 22, 23, 31]",無
2793,2016/08/01,"[5, 9, 22, 23, 38]",無
2792,2016/07/30,"[11, 17, 19, 23, 29]",無
2791,2016/07/29,"[3, 27, 32, 35, 39]",無
2790,2016/07/28,"[2, 3, 9, 26, 31]",無
2789,2016/07/27,"[2, 14, 21, 32, 34]",無
2788,2016/07/26,"[1, 9, 10, 27, 39]",無
2787,2016/07/25,"[8, 14, 22, 25, 27]",無
2786,2016/07/23,"[2, 7, 9, 10, 12]",無
2785,2016/07/22,"[2, 4, 10, 18, 30]",無
2784,2016/07/21,"[2, 22, 30, 33, 36]",無
2783,2016/07/20,"[1, 11, 15, 27, 33]",無
2782,2016/07/19,"[11, 12, 21, 23, 38]",無
2781,2016/07/18,"[6, 19, 25, 28, 38]",無
2780,2016/07/16,"[9, 10, 17, 34, 39]",無
2779,2016/07/15,"[7, 16, 25, 32, 33]",無
2778,2016/07/14,"[1, 25, 29, 34, 39]",無
2777,2016/07/13,"[1, 2, 5, 17, 25]",無
2776,2016/07/12,"[5, 22, 30, 37, 39]",無
2775,2016/07/11,"[8, 9, 11, 20, 35]",無
2774,2016/07/09,"[10, 12, 17, 21, 27]",無
2773,2016/07/08,"[24, 25, 26, 29, 32]",無
2772,2016/07/07,"[9, 17, 19, 25, 27]",無
2771,2016/07/06,"[8, 11, 31, 32, 34]",無
2770,2016/07/05,"[9, 10, 17, 19, 25]",無
2769,2016/07/04,"[9, 28, 32, 36, 37]",無
2768,2016/07/02,"[3, 15, 20, 28, 37]",無
2767,2016/07/01,"[7, 14, 25, 27, 36]",無
2766,2016/06/30,"[4, 15, 18, 32, 38]",無
2765,2016/06/29,"[4, 10, 13, 31, 38]",無
2764,2016/06/28,"[3, 5, 7, 20, 29]",無
2763,2016/06/27,"[13, 26, 29, 31, 33]",無
2762,2016/06/25,"[10, 16, 18, 28, 29]",無
2761,2016/06/24,"[5, 10, 11, 16, 23]",無
2760,2016/06/23,"[9, 10, 11, 12, 15]",無
2759,2016/06/22,"[4, 11, 16, 31, 32]",無
2758,2016/06/21,"[6, 14, 21, 32, 34]",無
2757,2016/06/20,"[17, 18, 25, 28, 37]",無
2756,2016/06/18,"[15, 20, 23, 36, 38]",無
2755,2016/06/17,"[7, 12, 18, 22, 33]",無
2754,2016/06/16,"[1, 3, 14, 16, 25]",無
2753,2016/06/15,"[5, 16, 31, 35, 38]",無
2752,2016/06/14,"[2, 6, 17, 21, 23]",無
2751,2016/06/13,"[2, 5, 6, 9, 10]",無
2750,2016/06/11,"[1, 25, 29, 31, 35]",無
2749,2016/06/10,"[18, 21, 26, 30, 33]",無
2748,2016/06/09,"[6, 11, 17, 33, 36]",無
2747,2016/06/08,"[7, 15, 23, 31, 34]",無
2746,2016/06/07,"[15, 20, 25, 29, 35]",無
2745,2016/06/06,"[4, 5, 13, 15, 37]",無
2744,2016/06/04,"[9, 11, 16, 20, 28]",無
2743,2016/06/03,"[7, 25, 27, 28, 35]",無
2742,2016/06/02,"[2, 5, 8, 9, 24]",無
2741,2016/06/01,"[15, 16, 21, 23, 39]",無
2740,2016/05/31,"[1, 4, 10, 17, 38]",無
2739,2016/05/30,"[3, 9, 17, 26, 27]",無
2738,2016/05/28,"[15, 25, 31, 35, 36]",無
2737,2016/05/27,"[2, 5, 8, 10, 22]",無
2736,2016/05/26,"[4, 11, 21, 24, 28]",無
2735,2016/05/25,"[1, 4, 13, 32, 33]",無
2734,2016/05/24,"[15, 17, 25, 33, 34]",無
2733,2016/05/23,"[14, 17, 27, 32, 36]",無
2732,2016/05/21,"[10, 22, 26, 35, 38]",無
2731,2016/05/20,"[4, 9, 23, 31, 36]",無
2730,2016/05/19,"[7, 21, 24, 34, 39]",無
2729,2016/05/18,"[9, 16, 19, 25, 26]",無
2728,2016/05/17,"[7, 8, 9, 27, 33]",無
2727,2016/05/16,"[14, 17, 27, 28, 34]",無
2726,2016/05/14,"[14, 15, 18, 23, 34]",無
2725,2016/05/13,"[3, 5, 21, 26, 29]",無
2724,2016/05/12,"[8, 12, 21, 27, 33]",無
2723,2016/05/11,"[2, 7, 27, 33, 38]",無
2722,2016/05/10,"[13, 28, 33, 36, 39]",無
2721,2016/05/09,"[1, 4, 17, 18, 24]",無
2720,2016/05/07,"[4, 20, 24, 25, 35]",無
2719,2016/05/06,"[19, 22, 35, 36, 38]",無
2718,2016/05/05,"[2, 11, 29, 34, 38]",無
2717,2016/05/04,"[8, 13, 17, 31, 32]",無
2716,2016/05/03,"[1, 5, 7, 9, 11]",無
2715,2016/05/02,"[8, 13, 16, 21, 36]",無
2714,2016/04/30,"[10, 13, 22, 29, 30]",無
2713,2016/04/29,"[7, 15, 21, 22, 38]",無
2712,2016/04/28,"[9, 10, 20, 22, 28]",無
2711,2016/04/27,"[3, 5, 11, 14, 34]",無
2710,2016/04/26,"[1, 3, 19, 28, 37]",無
2709,2016/04/25,"[1, 22, 27, 29, 30]",無
2708,2016/04/23,"[5, 21, 28, 37, 38]",無
2707,2016/04/22,"[5, 6, 8, 23, 33]",無
2706,2016/04/21,"[2, 7, 10, 20, 23]",無
2705,2016/04/20,"[9, 16, 19, 28, 34]",無
2704,2016/04/19,"[1, 13, 17, 21, 25]",無
2703,2016/04/18,"[6, 7, 9, 20, 33]",無
2702,2016/04/16,"[7, 8, 11, 25, 38]",無
2701,2016/04/15,"[5, 14, 15, 22, 36]",無
2700,2016/04/14,"[11, 15, 31, 32, 39]",無
2699,2016/04/13,"[3, 5, 17, 18, 24]",無
2698,2016/04/12,"[2, 15, 16, 19, 31]",無
2697,2016/04/11,"[1, 6, 18, 24, 32]",無
2696,2016/04/09,"[8, 10, 16, 35, 38]",無
2695,2016/04/08,"[1, 13, 18, 19, 21]",無
2694,2016/04/07,"[4, 13, 23, 25, 29]",無
2693,2016/04/06,"[4, 6, 9, 11, 35]",無
2692,2016/04/05,"[20, 21, 22, 23, 34]",無
2691,2016/04/04,"[5, 18, 32, 38, 39]",無
2690,2016/04/02,"[7, 12, 15, 21, 22]",無
2689,2016/04/01,"[2, 19, 20, 24, 25]",無
2688,2016/03/31,"[11, 12, 25, 33, 36]",無
2687,2016/03/30,"[2, 4, 5, 27, 33]",無
2686,2016/03/29,"[2, 3, 9, 20, 30]",無
2685,2016/03/28,"[3, 10, 19, 28, 32]",無
2684,2016/03/26,"[5, 8, 9, 15, 17]",無
2683,2016/03/25,"[12, 14, 18, 22, 30]",無
2682,2016/03/24,"[1, 7, 10, 35, 37]",無
2681,2016/03/23,"[2, 7, 17, 19, 27]",無
2680,2016/03/22,"[2, 12, 14, 29, 32]",無
2679,2016/03/21,"[3, 6, 8, 14, 18]",無
2678,2016/03/19,"[6, 7, 22, 29, 39]",無
2677,2016/03/18,"[6, 10, 20, 23, 35]",無
2676,2016/03/17,"[6, 27, 28, 32, 37]",無
2675,2016/03/16,"[28, 30, 32, 33, 38]",無
2674,2016/03/15,"[15, 26, 32, 38, 39]",無
2673,2016/03/14,"[11, 15, 25, 28, 33]",無
2672,2016/03/12,"[23, 26, 30, 35, 37]",無
2671,2016/03/11,"[2, 16, 25, 28, 33]",無
2670,2016/03/10,"[22, 27, 30, 31, 34]",無
2669,2016/03/09,"[5, 13, 36, 38, 39]",無
2668,2016/03/08,"[3, 29, 30, 32, 38]",無
2667,2016/03/07,"[3, 6, 14, 20, 26]",無
2666,2016/03/05,"[1, 10, 16, 22, 39]",無
2665,2016/03/04,"[6, 8, 15, 29, 37]",無
2664,2016/03/03,"[5, 14, 18, 22, 23]",無
2663,2016/03/02,"[1, 9, 13, 27, 31]",無
2662,2016/03/01,"[13, 18, 21, 22, 30]",無
2661,2016/02/29,"[2, 4, 9, 26, 36]",無
2660,2016/02/27,"[5, 6, 9, 18, 20]",無
2659,2016/02/26,"[3, 10, 15, 25, 28]",無
2658,2016/02/25,"[14, 20, 34, 36, 37]",無
2657,2016/02/24,"[10, 12, 20, 23, 35]",無
2656,2016/02/23,"[2, 17, 27, 28, 31]",無
2655,2016/02/22,"[14, 17, 33, 34, 36]",無
2654,2016/02/20,"[1, 3, 4, 27, 38]",無
2653,2016/02/19,"[2, 3, 8, 25, 32]",無
2652,2016/02/18,"[18, 22, 27, 36, 38]",無
2651,2016/02/17,"[6, 16, 20, 34, 37]",無
2650,2016/02/16,"[25, 30, 33, 34, 35]",無
2649,2016/02/15,"[5, 6, 30, 33, 39]",無
2648,2016/02/13,"[1, 2, 15, 17, 25]",無
2647,2016/02/12,"[10, 14, 17, 30, 39]",無
2646,2016/02/11,"[11, 17, 27, 30, 33]",無
2645,2016/02/10,"[7, 8, 12, 35, 36]",無
2644,2016/02/09,"[2, 10, 34, 35, 38]",無
2643,2016/02/08,"[8, 21, 24, 28, 33]",無
2642,2016/02/06,"[1, 13, 20, 37, 39]",無
2641,2016/02/05,"[15, 31, 32, 34, 35]",無
2640,2016/02/04,"[17, 18, 26, 29, 36]",無
2639,2016/02/03,"[6, 7, 17, 35, 39]",無
2638,2016/02/02,"[2, 6, 15, 20, 38]",無
2637,2016/02/01,"[15, 17, 21, 23, 35]",無
2636,2016/01/30,"[4, 5, 20, 21, 29]",無
2635,2016/01/29,"[6, 8, 20, 29, 32]",無
2634,2016/01/28,"[5, 7, 13, 27, 29]",無
2633,2016/01/27,"[4, 9, 10, 19, 36]",無
2632,2016/01/26,"[7, 9, 18, 19, 33]",無
2631,2016/01/25,"[11, 16, 23, 29, 30]",無
2630,2016/01/23,"[6, 9, 10, 18, 37]",無
2629,2016/01/22,"[3, 18, 27, 31, 35]",無
2628,2016/01/21,"[1, 8, 16, 21, 37]",無
2627,2016/01/20,"[12, 16, 18, 21, 24]",無
2626,2016/01/19,"[4, 5, 8, 21, 34]",無
2625,2016/01/18,"[4, 12, 16, 18, 23]",無
2624,2016/01/16,"[5, 20, 26, 31, 36]",無
2623,2016/01/15,"[1, 4, 5, 8, 37]",無
2622,2016/01/14,"[6, 11, 23, 24, 35]",無
